weekly_self_study_hours,attendance_percentage,class_participation,total_score
23.4,82.9,10.0,100.0
10.8,88.9,6.5,77.2
29.7,72.7,5.4,100.0
11.3,99.0,7.9,70.3
15.2,79.3,8.3,85.8
10.3,83.0,7.8,47.8
16.6,78.7,5.1,98.3
2.8,78.4,4.3,65.6
11.2,90.4,4.2,90.6
7.4,81.2,5.8,68.2
15.9,73.6,8.9,83.9
22.0,77.8,7.1,100.0
19.5,76.8,7.8,100.0
0.0,77.4,2.8,60.6
29.3,86.0,5.5,100.0
17.1,95.4,8.0,78.1
9.6,66.4,2.2,91.9
16.1,70.0,5.7,84.0
16.2,91.4,10.0,88.5
10.3,83.4,1.3,75.7
16.4,83.5,4.6,83.5
10.7,91.6,5.9,81.3
12.2,81.5,8.1,81.4
10.2,87.1,9.3,84.3
5.0,100.0,3.9,41.7
16.0,78.5,4.4,99.6
19.1,70.4,6.1,100.0
18.6,92.5,6.6,81.6
20.7,100.0,4.8,92.7
17.3,87.9,5.4,79.9
11.3,83.6,8.3,73.1
20.9,71.0,7.3,100.0
5.5,83.4,6.9,54.9
8.7,71.3,5.7,80.9
8.3,100.0,5.4,55.1
22.6,100.0,5.8,100.0
21.6,82.6,9.0,74.3
18.4,73.4,7.2,100.0
22.5,85.0,6.7,100.0
8.8,68.1,8.5,83.4
17.4,94.4,6.9,98.4
14.1,100.0,4.3,99.5
20.9,93.2,4.0,99.9
14.2,97.9,7.0,76.3
12.3,88.8,5.0,72.5
18.8,96.7,3.9,96.1
21.1,82.0,7.9,100.0
10.3,97.9,7.4,71.6
14.6,93.1,7.1,91.8
7.6,79.4,3.6,69.6
0.0,86.7,5.8,61.1
16.4,100.0,3.3,96.5
19.3,83.6,3.3,84.2
16.8,90.2,5.3,100.0
1.4,70.3,9.3,59.9
12.5,78.5,7.6,71.4
0.0,86.5,4.4,53.1
24.6,73.5,4.6,98.7
7.4,80.1,4.9,80.6
23.8,82.2,6.6,100.0
21.6,68.6,9.2,99.6
8.7,61.6,7.2,63.3
7.1,92.5,6.0,73.3
17.5,77.3,7.0,90.4
9.1,81.2,2.2,76.5
15.7,80.8,4.1,89.6
11.6,85.0,6.4,80.0
2.5,85.6,5.3,45.4
0.0,100.0,4.8,40.3
16.6,83.7,7.7,92.3
11.1,96.2,9.3,81.3
11.1,70.9,8.0,66.9
19.9,100.0,6.1,87.7
23.2,75.5,7.2,100.0
13.1,92.5,5.1,79.2
12.6,84.2,8.5,64.4
18.5,74.0,6.2,93.4
5.5,75.7,4.2,51.5
16.6,85.9,7.3,85.5
18.9,82.3,6.3,87.6
19.8,79.1,5.7,100.0
1.4,99.1,6.2,46.0
9.7,93.0,3.9,74.6
8.9,77.1,8.2,76.2
15.7,100.0,3.5,85.5
18.4,60.9,5.0,100.0
25.5,97.7,5.1,100.0
11.5,100.0,4.3,86.8
11.5,66.3,5.5,90.0
23.0,82.1,5.3,100.0
17.1,89.9,5.9,90.5
23.9,83.0,9.4,100.0
17.0,91.7,6.4,71.5
6.9,84.7,4.2,62.9
5.7,89.2,8.1,59.5
4.1,89.2,8.6,63.1
19.6,84.1,3.9,87.7
23.3,81.7,6.0,98.3
27.9,85.5,4.3,100.0
20.9,75.6,9.0,100.0
23.1,94.0,4.8,96.7
10.9,89.2,5.9,75.0
6.9,98.7,6.5,77.3
21.0,93.2,9.3,100.0
17.9,81.3,6.2,92.4
15.8,82.1,6.0,100.0
17.7,98.4,6.7,74.8
17.3,75.9,4.2,69.3
24.0,85.7,9.4,100.0
24.1,89.8,7.8,100.0
18.8,75.0,3.4,99.8
20.9,74.3,3.8,100.0
18.6,77.0,10.0,96.1
11.8,77.7,5.1,71.2
20.3,92.3,8.3,93.5
5.2,77.2,5.8,85.7
22.4,67.9,6.0,100.0
6.6,85.3,3.4,58.9
17.0,100.0,2.3,92.2
9.1,87.4,4.3,83.0
18.9,75.5,4.2,86.5
14.8,84.7,8.0,98.5
3.8,82.6,4.7,51.6
17.9,86.8,1.6,98.5
11.0,97.6,4.9,78.8
21.2,71.7,6.5,88.4
15.0,81.4,4.8,88.7
17.8,75.0,6.8,85.7
8.3,87.9,8.3,78.7
10.9,100.0,8.9,65.8
11.8,73.1,6.9,88.2
21.0,100.0,8.7,100.0
26.7,83.7,4.6,100.0
9.4,92.2,7.0,63.3
22.5,81.0,7.6,99.6
0.0,99.2,5.0,46.6
6.6,74.9,7.3,67.4
8.3,97.9,6.4,71.9
5.5,82.1,5.4,75.3
3.9,84.5,6.8,56.2
17.9,95.0,1.5,97.1
13.5,73.7,6.1,90.6
17.7,89.3,6.9,100.0
19.8,85.8,8.1,100.0
16.9,78.3,10.0,83.4
19.6,80.2,6.0,100.0
14.5,100.0,3.7,91.3
6.7,82.9,6.5,76.1
22.4,73.2,6.8,100.0
10.9,77.2,2.4,77.3
8.5,90.5,9.3,59.6
13.8,85.8,7.3,75.4
8.6,100.0,3.8,65.5
12.1,72.1,6.0,97.5
17.4,77.2,3.2,97.5
17.4,87.5,5.3,100.0
8.7,78.1,10.0,77.5
11.6,77.5,5.2,74.9
22.5,100.0,5.5,100.0
18.5,100.0,4.8,100.0
29.5,91.9,6.7,100.0
23.3,86.6,5.3,100.0
23.0,97.5,7.6,100.0
5.3,93.0,5.8,57.2
20.3,72.0,6.9,92.7
14.6,77.2,10.0,95.0
11.1,83.9,6.7,79.6
16.2,75.2,8.2,100.0
21.6,80.6,6.0,100.0
18.5,81.0,7.4,87.5
8.9,69.9,6.6,75.1
20.2,72.5,3.8,96.2
10.5,92.0,6.5,78.8
16.5,96.6,8.6,79.4
12.9,77.9,7.7,68.5
13.5,90.9,3.6,74.0
20.4,81.1,7.0,100.0
7.7,98.8,7.3,70.5
28.6,83.7,5.7,100.0
2.3,70.5,6.0,69.5
10.8,100.0,6.0,81.6
17.6,100.0,3.0,92.2
19.1,92.2,4.6,100.0
14.3,78.6,4.8,95.6
14.6,91.1,6.9,91.3
17.9,93.1,8.6,85.3
13.4,70.8,4.6,78.6
24.8,91.7,8.8,100.0
20.9,89.1,5.1,100.0
21.1,93.1,5.2,100.0
8.2,93.2,7.4,81.2
14.4,82.3,4.6,82.3
12.9,88.2,6.3,81.8
8.0,88.8,4.4,68.8
17.5,82.6,7.6,95.3
11.2,100.0,10.0,70.0
19.6,82.7,10.0,98.6
7.5,98.1,4.6,70.6
27.0,78.6,5.4,100.0
8.7,73.5,8.2,59.9
16.5,96.3,7.6,96.2
20.5,92.2,6.8,100.0
11.0,75.7,6.2,89.3
21.0,82.2,7.4,100.0
6.4,87.0,6.1,62.1
25.2,100.0,8.2,100.0
15.1,80.5,7.1,100.0
10.8,58.1,4.1,94.5
12.9,76.5,9.1,78.1
20.7,86.4,7.7,100.0
10.9,81.8,3.8,84.2
9.8,76.1,7.3,79.0
13.4,72.6,6.9,75.2
6.8,89.1,5.9,67.3
27.7,98.7,5.3,100.0
11.0,86.4,2.0,71.8
20.8,77.4,5.2,85.8
16.5,82.4,3.4,95.3
8.1,92.5,1.1,58.7
15.0,80.3,5.9,89.1
20.5,75.2,7.2,97.0
13.7,93.2,7.1,64.2
23.4,91.2,8.0,100.0
22.2,89.4,5.9,100.0
21.4,73.6,1.6,91.4
11.8,84.6,3.6,78.0
7.4,74.1,3.4,62.2
10.7,81.9,4.2,77.2
16.4,81.9,9.3,80.7
18.8,73.0,7.4,86.1
0.0,94.0,4.9,38.4
14.9,84.3,8.4,85.0
16.1,81.6,6.9,61.6
13.1,93.9,5.8,66.3
24.0,97.2,4.1,94.5
18.0,89.1,3.7,97.7
24.2,95.4,8.0,100.0
13.5,84.3,5.8,73.9
21.6,87.1,6.7,100.0
26.4,91.2,2.5,100.0
24.2,86.5,4.1,100.0
7.4,90.2,7.3,56.6
13.2,90.5,8.2,76.6
12.6,79.2,4.5,87.7
18.4,100.0,2.5,100.0
19.8,99.5,8.1,100.0
9.1,77.0,6.4,89.0
15.5,73.5,5.3,100.0
0.9,81.0,4.7,59.3
25.1,79.0,5.1,99.6
11.4,99.7,5.1,88.3
15.4,86.9,7.7,88.6
12.8,78.9,6.7,81.4
23.0,93.1,7.1,96.5
0.0,74.0,5.9,46.9
14.9,76.8,8.1,81.6
14.3,100.0,9.3,78.3
11.8,77.0,5.3,100.0
27.1,88.7,3.0,100.0
8.8,77.8,10.0,68.3
20.4,97.9,5.4,100.0
17.5,81.5,8.5,96.0
23.8,76.3,4.1,100.0
10.3,80.0,8.5,66.9
9.9,91.0,3.9,66.4
22.7,65.8,4.9,100.0
18.0,100.0,8.7,94.9
4.2,85.3,6.9,55.4
11.2,86.5,8.8,75.3
17.7,89.8,7.9,99.0
20.9,66.3,4.0,82.1
10.2,81.6,4.3,86.5
0.0,91.1,2.0,47.7
18.7,88.0,6.3,78.5
6.5,89.0,3.1,55.4
0.9,96.7,7.5,38.6
0.0,69.3,6.9,50.1
20.7,80.1,2.7,90.2
15.9,92.9,4.7,68.2
13.4,80.6,10.0,96.2
24.7,90.2,5.9,100.0
19.5,75.9,5.4,100.0
26.3,84.0,6.0,100.0
5.3,74.7,5.8,39.9
14.8,79.7,5.8,76.8
3.7,79.3,6.4,77.5
13.4,56.6,4.1,95.3
13.3,80.4,1.2,91.6
19.4,77.6,5.7,84.7
15.3,77.3,9.0,97.4
19.4,84.6,5.3,94.0
19.9,89.9,7.7,100.0
30.1,86.5,5.7,100.0
12.8,76.7,3.1,73.3
8.4,84.1,7.5,56.4
16.7,86.3,7.2,97.1
9.4,74.3,4.6,85.6
25.4,93.1,4.7,100.0
13.0,70.4,7.9,83.1
11.0,80.0,6.8,82.0
11.7,89.5,5.8,69.0
20.0,81.9,5.9,100.0
13.9,85.0,10.0,84.1
10.5,80.9,8.4,84.0
26.7,76.6,6.1,100.0
9.0,87.1,9.8,81.1
15.2,76.9,6.0,96.4
19.6,77.8,8.6,100.0
3.6,74.2,7.1,58.4
18.4,98.8,5.5,93.7
7.6,77.9,7.0,78.6
20.8,86.4,6.6,86.5
8.3,95.5,9.1,57.0
19.8,80.7,9.5,91.9
22.7,77.5,4.9,100.0
21.0,80.1,8.2,100.0
16.8,86.2,8.3,100.0
13.4,71.4,4.8,73.1
11.0,91.8,2.4,66.0
25.3,78.6,4.9,100.0
10.1,98.2,5.1,80.8
7.7,97.2,4.9,60.4
19.7,83.3,3.9,100.0
9.4,78.6,6.3,75.7
8.3,87.5,9.6,54.8
4.9,88.7,3.4,53.4
11.6,94.6,6.1,84.6
14.4,87.3,5.6,85.3
16.7,78.8,5.5,87.3
21.7,77.5,9.2,100.0
18.7,87.7,6.2,100.0
13.7,72.3,10.0,77.0
13.6,69.1,5.7,100.0
18.6,60.8,5.5,100.0
23.9,82.0,4.7,100.0
15.9,83.7,4.1,97.2
11.7,81.5,4.8,83.9
8.0,86.0,5.9,67.3
4.9,91.2,6.4,72.3
19.7,82.0,2.0,94.6
19.0,100.0,4.7,90.8
19.0,90.2,6.1,98.8
14.1,81.5,5.0,77.9
24.8,85.2,7.1,100.0
11.6,56.7,6.8,80.8
21.7,82.5,7.4,100.0
14.7,79.3,3.4,80.6
10.7,72.9,9.0,61.3
19.1,100.0,2.7,93.5
17.9,83.2,8.4,100.0
17.5,83.2,4.7,100.0
15.6,90.6,1.8,81.9
14.7,91.4,8.2,86.4
31.7,100.0,7.7,100.0
23.3,88.2,7.6,100.0
20.1,85.1,2.5,100.0
15.8,78.2,7.8,84.3
22.1,67.6,7.5,100.0
18.6,86.5,7.2,86.6
15.2,69.2,7.5,65.4
12.9,96.0,5.8,81.5
14.4,86.1,6.5,87.3
0.0,85.5,4.5,48.1
16.5,80.1,4.7,99.5
11.6,76.0,8.6,75.2
26.1,87.2,7.0,100.0
15.1,96.2,7.4,86.8
6.7,71.4,6.5,94.1
14.7,75.9,10.0,82.2
7.7,97.7,9.1,78.5
18.3,99.5,1.4,91.5
17.0,88.7,5.0,100.0
21.7,68.0,8.2,100.0
9.5,87.1,7.7,92.9
15.2,97.7,5.6,82.7
5.4,67.5,4.0,76.3
19.9,89.6,6.5,100.0
18.6,82.6,8.9,78.5
18.5,70.8,8.8,93.0
15.0,77.6,5.1,91.6
17.9,82.8,5.2,89.6
26.2,80.8,5.1,100.0
13.0,76.4,7.0,74.6
16.0,95.8,8.1,89.3
7.4,76.8,7.8,42.8
8.9,83.8,4.7,78.9
15.7,77.8,3.1,98.8
22.7,86.3,5.5,95.3
13.2,89.7,5.1,78.5
13.3,91.4,7.8,79.1
12.2,83.0,6.6,81.7
11.3,76.8,7.9,80.4
17.1,84.3,6.3,90.0
4.5,78.9,9.8,65.5
24.0,97.2,9.4,100.0
10.3,81.4,5.8,76.4
20.1,82.3,7.9,100.0
6.1,80.2,6.8,62.5
19.7,69.4,4.9,98.0
19.7,89.6,6.9,94.5
17.7,100.0,8.5,90.0
8.0,88.9,4.2,53.8
16.7,79.2,2.0,96.2
6.7,95.4,5.6,54.8
13.2,82.0,4.4,67.1
22.2,100.0,8.8,100.0
20.6,91.3,6.3,99.7
15.1,68.6,5.2,78.5
8.2,92.9,4.3,70.3
19.5,100.0,5.2,85.1
15.1,80.3,7.6,99.7
0.0,90.8,4.7,45.4
20.5,84.9,6.5,100.0
14.8,59.1,6.7,75.1
23.4,74.6,0.3,100.0
7.3,80.5,3.8,68.3
0.0,89.7,4.9,49.4
17.0,72.9,4.2,86.2
17.0,77.3,7.3,100.0
3.2,63.0,4.3,73.3
8.2,81.4,5.8,72.8
34.3,86.5,3.6,100.0
12.9,74.9,7.3,71.1
20.1,91.6,5.1,96.3
10.4,89.0,6.7,80.9
0.4,80.9,7.6,60.3
13.8,73.8,7.6,78.2
13.1,94.0,3.6,79.0
12.2,75.8,6.0,80.7
14.2,84.6,3.7,80.1
16.8,94.8,3.3,94.1
13.9,68.0,6.3,87.6
6.2,84.6,7.0,60.1
18.4,69.3,4.3,97.8
1.4,97.5,6.9,64.2
0.6,100.0,5.9,35.8
20.2,70.6,6.5,100.0
18.5,89.4,5.9,100.0
14.6,80.6,5.9,70.6
5.2,71.5,4.6,70.3
10.0,84.0,3.1,81.0
13.2,72.7,10.0,70.2
3.8,95.3,3.5,63.3
9.8,98.0,8.7,57.6
19.6,96.5,4.6,97.0
25.0,81.7,2.4,100.0
12.1,97.9,2.8,75.9
20.3,81.0,5.9,97.7
1.6,86.7,6.1,55.0
19.6,70.8,7.6,98.8
9.4,90.5,10.0,70.8
17.2,81.2,5.5,91.4
13.3,76.2,4.5,86.0
24.2,88.8,5.7,100.0
8.9,82.8,7.7,71.4
19.4,96.8,5.9,91.6
13.0,63.4,8.0,67.6
13.9,92.4,7.4,80.3
13.7,65.3,5.8,73.3
9.1,90.8,2.9,79.3
14.9,81.3,5.8,86.5
14.6,83.7,10.0,88.0
16.7,100.0,8.6,93.9
15.6,89.6,5.5,80.9
20.6,83.4,8.5,91.3
21.5,69.0,7.2,100.0
7.6,93.6,3.4,80.9
21.1,90.1,4.6,100.0
6.7,96.1,8.1,77.6
19.1,91.6,7.0,92.9
19.3,90.5,6.7,91.0
1.6,96.6,8.0,54.7
15.7,87.8,2.6,93.3
11.7,76.3,7.0,77.0
9.7,75.6,7.9,77.0
24.5,67.6,7.1,100.0
10.4,74.3,2.7,72.6
9.4,91.4,9.4,81.6
15.5,66.0,7.9,75.0
19.8,78.7,6.6,100.0
14.0,95.1,6.9,91.6
23.2,100.0,4.7,99.8
18.7,78.7,5.2,85.3
0.0,81.7,9.8,48.4
11.3,86.6,7.3,83.7
11.1,98.2,6.9,62.6
18.4,86.6,4.8,100.0
0.0,83.4,8.7,49.9
32.8,81.4,4.1,100.0
18.7,91.1,4.4,98.5
16.0,89.9,6.6,72.0
23.3,81.2,2.0,100.0
31.4,94.5,4.8,100.0
21.1,89.8,5.9,98.8
21.6,80.0,6.8,100.0
15.9,71.7,8.9,84.9
14.0,100.0,8.8,82.6
11.7,83.1,5.1,72.2
9.2,84.6,7.4,68.5
10.2,83.4,3.7,79.3
5.5,75.5,7.6,59.4
14.5,81.2,6.9,93.4
3.2,95.3,7.0,56.0
16.3,94.4,5.0,78.3
14.7,79.4,6.5,96.4
16.0,78.5,6.8,84.9
11.3,55.5,4.5,77.3
36.5,66.0,2.3,100.0
24.5,86.3,3.5,100.0
6.3,80.5,2.7,86.4
16.6,61.3,7.0,91.4
10.7,76.3,7.2,71.9
7.9,100.0,4.9,66.5
5.6,87.9,2.7,66.5
18.0,73.4,8.4,85.1
10.2,96.3,4.8,77.2
21.8,87.4,5.1,100.0
22.0,88.4,7.2,99.1
24.6,79.5,7.6,100.0
9.0,100.0,3.8,84.3
18.3,77.3,4.9,98.3
19.4,90.9,5.2,99.8
11.7,86.2,2.9,81.5
9.6,90.3,6.6,94.0
26.3,75.1,4.1,100.0
16.6,77.2,2.0,100.0
19.5,100.0,7.3,97.0
9.2,68.5,3.8,63.5
6.5,78.6,6.7,64.3
11.0,100.0,5.6,77.2
14.1,79.4,2.0,60.0
7.6,86.4,5.3,64.9
14.9,71.8,7.7,79.9
3.2,85.6,7.0,65.8
7.2,84.7,6.9,93.1
19.7,94.0,7.8,100.0
19.2,66.3,6.7,91.8
12.3,86.8,5.3,84.0
7.9,91.9,5.6,74.1
7.8,100.0,4.9,62.4
12.4,82.8,7.4,78.5
19.5,99.8,5.7,90.8
21.5,81.9,5.1,88.5
11.5,80.6,6.0,85.3
6.9,98.7,9.0,46.6
16.9,88.6,6.7,87.8
9.2,100.0,4.6,75.5
11.4,70.1,5.7,87.9
24.3,89.9,7.5,100.0
20.8,79.3,5.6,85.4
16.1,85.7,6.4,94.2
6.1,94.3,2.5,60.9
16.5,91.8,5.7,100.0
22.4,84.3,5.0,100.0
12.4,85.9,5.8,85.3
24.5,100.0,6.6,100.0
24.0,93.1,10.0,100.0
26.6,91.9,7.0,99.5
17.1,76.4,3.8,77.5
19.1,82.0,5.9,100.0
24.9,100.0,5.1,100.0
18.1,86.7,4.1,95.3
11.5,81.6,6.3,87.4
11.9,84.3,4.9,67.6
16.7,91.8,9.2,88.7
6.0,69.1,6.2,77.8
14.0,100.0,2.2,100.0
22.7,94.0,4.3,100.0
0.0,73.8,5.6,41.5
25.7,78.3,2.7,100.0
22.9,100.0,5.1,100.0
11.8,88.1,7.6,90.0
18.8,97.5,7.8,100.0
15.0,51.5,4.6,83.9
23.6,87.5,8.9,100.0
21.9,83.7,7.3,96.6
5.2,89.0,4.4,55.6
19.1,81.5,5.6,100.0
13.6,76.1,4.2,91.4
15.6,66.3,6.6,85.7
9.9,87.7,6.9,72.4
27.2,73.4,8.5,100.0
22.3,81.6,7.4,100.0
9.8,99.8,7.5,78.3
5.7,89.3,4.7,64.2
12.3,82.7,6.3,88.5
18.0,95.3,3.6,91.9
16.7,90.5,5.7,100.0
23.8,81.4,4.9,100.0
20.5,72.2,5.6,94.5
21.8,96.3,10.0,100.0
17.3,78.4,6.6,96.0
5.3,85.9,9.2,69.9
13.6,79.9,2.2,93.9
22.4,87.3,2.9,100.0
14.6,79.7,6.5,88.6
18.5,78.6,1.6,100.0
12.8,94.5,7.4,82.4
7.8,82.0,8.9,81.5
14.1,81.2,6.3,63.2
17.2,80.5,6.7,100.0
10.4,100.0,6.5,66.0
13.4,90.6,3.4,73.1
8.4,78.7,7.5,67.5
22.8,96.6,5.0,100.0
12.9,87.8,5.0,83.3
25.2,82.7,5.4,90.2
25.7,75.7,5.6,100.0
14.4,78.2,4.2,71.1
7.9,87.6,8.4,60.4
0.4,95.3,6.4,48.5
4.7,100.0,6.5,51.5
5.4,97.3,5.3,80.4
24.6,90.3,8.8,100.0
15.8,68.1,6.8,95.2
17.7,66.3,4.4,96.7
0.0,93.9,3.8,70.5
6.6,77.1,10.0,64.8
21.2,77.2,4.4,100.0
17.0,76.5,2.5,100.0
14.0,87.8,4.4,92.4
19.0,88.1,5.2,96.1
26.5,99.7,6.8,100.0
13.5,96.4,9.7,95.6
15.5,80.4,5.4,97.1
16.3,80.1,6.9,94.9
31.7,99.6,1.9,100.0
0.3,81.3,8.5,36.6
19.8,98.5,10.0,89.6
14.2,83.9,5.4,100.0
19.0,76.8,6.3,100.0
10.4,78.8,5.4,84.2
14.7,73.2,7.3,92.8
20.0,86.3,5.3,100.0
36.8,80.4,6.5,100.0
20.7,71.7,5.0,88.0
9.1,90.7,6.9,89.1
12.0,84.3,6.4,60.5
11.8,96.9,5.8,81.4
2.4,96.2,3.2,41.1
12.7,72.4,5.5,75.3
20.1,87.3,4.8,100.0
6.1,80.0,6.1,75.1
22.3,100.0,7.5,93.5
18.4,82.3,6.9,87.6
9.9,87.8,4.9,77.1
14.0,74.6,5.9,100.0
